"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","npsp__Context_Type__c","npsp__Datetime__c","npsp__Email_Sent__c","npsp__Error_Type__c","npsp__Full_Message__c","npsp__Object_Type__c","npsp__Posted_in_Chatter__c","npsp__Record_URL__c","npsp__Stack_Trace__c","npsp__Related_Record_ID__c","npsp__Retry_Pending__c"
"a0Of400001BkipeEAB","005f4000003qkvcAAA","0","000107","2019-11-11 14:01:51","005f4000003qkvcAAA","2019-11-11 14:01:52","005f4000003qkvcAAA","2019-11-11 14:01:52","LD","2019-11-11 14:01:51","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkipjEAB","005f4000003qkvcAAA","0","000108","2019-11-11 14:02:47","005f4000003qkvcAAA","2019-11-11 14:02:48","005f4000003qkvcAAA","2019-11-11 14:02:48","LD","2019-11-11 14:02:47","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkipoEAB","005f4000003qkvcAAA","0","000109","2019-11-11 14:03:00","005f4000003qkvcAAA","2019-11-11 14:03:03","005f4000003qkvcAAA","2019-11-11 14:03:03","LD","2019-11-11 14:03:00","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BklbKEAR","005f4000003qkvcAAA","0","000110","2019-11-13 17:24:10","005f4000003qkvcAAA","2019-11-13 17:24:10","005f4000003qkvcAAA","2019-11-13 17:24:10","LD","2019-11-13 17:24:10","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BklqREAR","005f4000003qkvcAAA","0","000111","2019-11-13 20:28:01","005f4000003qkvcAAA","2019-11-13 20:28:02","005f4000003qkvcAAA","2019-11-13 20:28:02","LD","2019-11-13 20:28:01","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BklqbEAB","005f4000003qkvcAAA","0","000112","2019-11-13 20:28:48","005f4000003qkvcAAA","2019-11-13 20:28:48","005f4000003qkvcAAA","2019-11-13 20:28:48","LD","2019-11-13 20:28:48","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BklqgEAB","005f4000003qkvcAAA","0","000113","2019-11-13 20:29:04","005f4000003qkvcAAA","2019-11-13 20:29:05","005f4000003qkvcAAA","2019-11-13 20:29:05","LD","2019-11-13 20:29:04","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BklqqEAB","005f4000003qkvcAAA","0","000114","2019-11-13 20:33:28","005f4000003qkvcAAA","2019-11-13 20:33:30","005f4000003qkvcAAA","2019-11-13 20:33:30","LD","2019-11-13 20:33:28","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BklqvEAB","005f4000003qkvcAAA","0","000115","2019-11-13 20:34:09","005f4000003qkvcAAA","2019-11-13 20:34:10","005f4000003qkvcAAA","2019-11-13 20:34:10","LD","2019-11-13 20:34:09","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bklr0EAB","005f4000003qkvcAAA","0","000116","2019-11-13 20:34:22","005f4000003qkvcAAA","2019-11-13 20:34:22","005f4000003qkvcAAA","2019-11-13 20:34:22","LD","2019-11-13 20:34:22","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkoCTEAZ","005f4000003qkvcAAA","0","000117","2019-11-15 19:34:03","005f4000003qkvcAAA","2019-11-15 19:34:05","005f4000003qkvcAAA","2019-11-15 19:34:05","LD","2019-11-15 19:34:03","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkoCYEAZ","005f4000003qkvcAAA","0","000118","2019-11-15 19:35:00","005f4000003qkvcAAA","2019-11-15 19:35:02","005f4000003qkvcAAA","2019-11-15 19:35:02","LD","2019-11-15 19:35:00","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkoCdEAJ","005f4000003qkvcAAA","0","000119","2019-11-15 19:35:01","005f4000003qkvcAAA","2019-11-15 19:35:02","005f4000003qkvcAAA","2019-11-15 19:35:02","LD","2019-11-15 19:35:01","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkoPREAZ","005f4000003qkvcAAA","0","000120","2019-11-15 22:01:58","005f4000003qkvcAAA","2019-11-15 22:01:59","005f4000003qkvcAAA","2019-11-15 22:01:59","LD","2019-11-15 22:01:58","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkuL3EAJ","005f4000003qkvcAAA","0","000121","2019-11-21 18:27:37","005f4000003qkvcAAA","2019-11-21 18:27:38","005f4000003qkvcAAA","2019-11-21 18:27:38","LD","2019-11-21 18:27:37","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkuL8EAJ","005f4000003qkvcAAA","0","000122","2019-11-21 18:27:50","005f4000003qkvcAAA","2019-11-21 18:27:50","005f4000003qkvcAAA","2019-11-21 18:27:50","LD","2019-11-21 18:27:50","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkuLIEAZ","005f4000003qkvcAAA","0","000123","2019-11-21 18:29:16","005f4000003qkvcAAA","2019-11-21 18:29:16","005f4000003qkvcAAA","2019-11-21 18:29:17","LD","2019-11-21 18:29:16","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkuLSEAZ","005f4000003qkvcAAA","0","000124","2019-11-21 18:29:39","005f4000003qkvcAAA","2019-11-21 18:29:39","005f4000003qkvcAAA","2019-11-21 18:29:39","LD","2019-11-21 18:29:39","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkwFIEAZ","005f4000003qkvcAAA","0","000125","2019-11-23 10:55:54","005f4000003qkvcAAA","2019-11-23 10:55:54","005f4000003qkvcAAA","2019-11-23 10:55:54","LD","2019-11-23 10:55:54","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkwFNEAZ","005f4000003qkvcAAA","0","000126","2019-11-23 10:56:30","005f4000003qkvcAAA","2019-11-23 10:56:31","005f4000003qkvcAAA","2019-11-23 10:56:31","LD","2019-11-23 10:56:30","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkwFSEAZ","005f4000003qkvcAAA","0","000127","2019-11-23 10:57:01","005f4000003qkvcAAA","2019-11-23 10:57:01","005f4000003qkvcAAA","2019-11-23 10:57:01","LD","2019-11-23 10:57:01","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BkwFXEAZ","005f4000003qkvcAAA","0","000128","2019-11-23 10:57:50","005f4000003qkvcAAA","2019-11-23 10:57:50","005f4000003qkvcAAA","2019-11-23 10:57:50","LD","2019-11-23 10:57:50","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl1YmEAJ","005f4000003qkvcAAA","0","000129","2019-11-29 13:59:14","005f4000003qkvcAAA","2019-11-29 13:59:14","005f4000003qkvcAAA","2019-11-29 13:59:14","LD","2019-11-29 13:59:14","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl1a6EAB","005f4000003qkvcAAA","0","000130","2019-11-29 15:57:09","005f4000003qkvcAAA","2019-11-29 15:57:10","005f4000003qkvcAAA","2019-11-29 15:57:10","LD","2019-11-29 15:57:09","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl2FUEAZ","005f4000003qkvcAAA","0","000131","2019-11-30 12:35:31","005f4000003qkvcAAA","2019-11-30 12:35:31","005f4000003qkvcAAA","2019-11-30 12:35:31","LD","2019-11-30 12:35:31","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl2FZEAZ","005f4000003qkvcAAA","0","000132","2019-11-30 12:36:03","005f4000003qkvcAAA","2019-11-30 12:36:03","005f4000003qkvcAAA","2019-11-30 12:36:03","LD","2019-11-30 12:36:03","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl2FeEAJ","005f4000003qkvcAAA","0","000133","2019-11-30 12:36:38","005f4000003qkvcAAA","2019-11-30 12:36:38","005f4000003qkvcAAA","2019-11-30 12:36:38","LD","2019-11-30 12:36:38","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl2FjEAJ","005f4000003qkvcAAA","0","000134","2019-11-30 12:37:09","005f4000003qkvcAAA","2019-11-30 12:37:12","005f4000003qkvcAAA","2019-11-30 12:37:12","LD","2019-11-30 12:37:09","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl2FoEAJ","005f4000003qkvcAAA","0","000135","2019-11-30 12:37:56","005f4000003qkvcAAA","2019-11-30 12:37:56","005f4000003qkvcAAA","2019-11-30 12:37:56","LD","2019-11-30 12:37:56","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl2FtEAJ","005f4000003qkvcAAA","0","000136","2019-11-30 12:41:37","005f4000003qkvcAAA","2019-11-30 12:41:37","005f4000003qkvcAAA","2019-11-30 12:41:37","LD","2019-11-30 12:41:37","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl2FyEAJ","005f4000003qkvcAAA","0","000137","2019-11-30 12:42:06","005f4000003qkvcAAA","2019-11-30 12:42:07","005f4000003qkvcAAA","2019-11-30 12:42:07","LD","2019-11-30 12:42:06","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl4OJEAZ","005f4000003qkvcAAA","0","000138","2019-12-03 01:19:28","005f4000003qkvcAAA","2019-12-03 01:19:29","005f4000003qkvcAAA","2019-12-03 01:19:29","LD","2019-12-03 01:19:28","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl4OOEAZ","005f4000003qkvcAAA","0","000139","2019-12-03 01:20:37","005f4000003qkvcAAA","2019-12-03 01:20:37","005f4000003qkvcAAA","2019-12-03 01:20:37","LD","2019-12-03 01:20:37","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl4OTEAZ","005f4000003qkvcAAA","0","000140","2019-12-03 01:21:08","005f4000003qkvcAAA","2019-12-03 01:21:11","005f4000003qkvcAAA","2019-12-03 01:21:11","LD","2019-12-03 01:21:08","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl6dMEAR","005f4000003qkvcAAA","0","000141","2019-12-04 19:49:01","005f4000003qkvcAAA","2019-12-04 19:49:02","005f4000003qkvcAAA","2019-12-04 19:49:02","LD","2019-12-04 19:49:01","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001Bl9mtEAB","005f4000003qkvcAAA","0","000142","2019-12-07 19:08:53","005f4000003qkvcAAA","2019-12-07 19:08:55","005f4000003qkvcAAA","2019-12-07 19:08:55","LD","2019-12-07 19:08:53","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BlDkAEAV","005f4000003qkvcAAA","0","000143","2019-12-11 22:15:53","005f4000003qkvcAAA","2019-12-11 22:15:55","005f4000003qkvcAAA","2019-12-11 22:15:55","LD","2019-12-11 22:15:53","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BlDkFEAV","005f4000003qkvcAAA","0","000144","2019-12-11 22:16:07","005f4000003qkvcAAA","2019-12-11 22:16:15","005f4000003qkvcAAA","2019-12-11 22:16:15","LD","2019-12-11 22:16:07","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BlDkKEAV","005f4000003qkvcAAA","0","000145","2019-12-11 22:16:54","005f4000003qkvcAAA","2019-12-11 22:16:54","005f4000003qkvcAAA","2019-12-11 22:16:54","LD","2019-12-11 22:16:54","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BlRJYEA3","005f4000003qkvcAAA","0","000146","2019-12-21 12:07:14","005f4000003qkvcAAA","2019-12-21 12:07:22","005f4000003qkvcAAA","2019-12-21 12:07:22","LD","2019-12-21 12:07:14","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BlRJnEAN","005f4000003qkvcAAA","0","000147","2019-12-21 12:46:51","005f4000003qkvcAAA","2019-12-21 12:46:52","005f4000003qkvcAAA","2019-12-21 12:46:52","LD","2019-12-21 12:46:51","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BlRJsEAN","005f4000003qkvcAAA","0","000148","2019-12-21 12:48:05","005f4000003qkvcAAA","2019-12-21 12:48:05","005f4000003qkvcAAA","2019-12-21 12:48:05","LD","2019-12-21 12:48:05","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001BlRJxEAN","005f4000003qkvcAAA","0","000149","2019-12-21 12:49:02","005f4000003qkvcAAA","2019-12-21 12:49:03","005f4000003qkvcAAA","2019-12-21 12:49:03","LD","2019-12-21 12:49:02","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6Hq3EAF","005f4000003qkvcAAA","0","000150","2020-01-11 18:39:48","005f4000003qkvcAAA","2020-01-11 18:39:48","005f4000003qkvcAAA","2020-01-11 18:39:48","LD","2020-01-11 18:39:48","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6kdNEAR","005f4000003qkvcAAA","0","000151","2020-02-07 02:23:36","005f4000003qkvcAAA","2020-02-07 02:23:36","005f4000003qkvcAAA","2020-02-07 02:23:36","LD","2020-02-07 02:23:36","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6ne5EAB","005f4000003qkvcAAA","0","000152","2020-02-10 03:01:06","005f4000003qkvcAAA","2020-02-10 03:01:06","005f4000003qkvcAAA","2020-02-10 03:01:06","LD","2020-02-10 03:01:06","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6neAEAR","005f4000003qkvcAAA","0","000153","2020-02-10 03:04:59","005f4000003qkvcAAA","2020-02-10 03:04:59","005f4000003qkvcAAA","2020-02-10 03:04:59","LD","2020-02-10 03:04:59","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6neFEAR","005f4000003qkvcAAA","0","000154","2020-02-10 03:05:41","005f4000003qkvcAAA","2020-02-10 03:05:41","005f4000003qkvcAAA","2020-02-10 03:05:41","LD","2020-02-10 03:05:41","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6neKEAR","005f4000003qkvcAAA","0","000155","2020-02-10 03:10:29","005f4000003qkvcAAA","2020-02-10 03:10:30","005f4000003qkvcAAA","2020-02-10 03:10:30","LD","2020-02-10 03:10:29","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6nePEAR","005f4000003qkvcAAA","0","000156","2020-02-10 03:12:03","005f4000003qkvcAAA","2020-02-10 03:12:03","005f4000003qkvcAAA","2020-02-10 03:12:03","LD","2020-02-10 03:12:03","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6tkoEAB","005f4000003qkvcAAA","0","000157","2020-02-15 02:33:33","005f4000003qkvcAAA","2020-02-15 02:33:35","005f4000003qkvcAAA","2020-02-15 02:33:35","LD","2020-02-15 02:33:33","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G6uqeEAB","005f4000003qkvcAAA","0","000158","2020-02-16 11:32:48","005f4000003qkvcAAA","2020-02-16 11:32:49","005f4000003qkvcAAA","2020-02-16 11:32:49","LD","2020-02-16 11:32:48","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G75M8EAJ","005f4000003qkvcAAA","0","000159","2020-02-26 10:10:27","005f4000003qkvcAAA","2020-02-26 10:10:27","005f4000003qkvcAAA","2020-02-26 10:10:27","LD","2020-02-26 10:10:27","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001G7BDgEAN","005f4000003qkvcAAA","0","000160","2020-03-01 13:44:14","005f4000003qkvcAAA","2020-03-01 13:44:16","005f4000003qkvcAAA","2020-03-01 13:44:16","LD","2020-03-01 13:44:14","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001HOvuyEAD","005f4000003qkvcAAA","0","000161","2020-04-13 23:11:51","005f4000003qkvcAAA","2020-04-13 23:11:56","005f4000003qkvcAAA","2020-04-13 23:11:56","LD","2020-04-13 23:11:51","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001HPVqlEAH","005f4000003qkvcAAA","0","000162","2020-05-02 12:17:10","005f4000003qkvcAAA","2020-05-02 12:17:13","005f4000003qkvcAAA","2020-05-02 12:17:13","LD","2020-05-02 12:17:10","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
"a0Of400001HVwQ2EAL","005f4000003qkvcAAA","0","000163","2020-05-08 16:29:31","005f4000003qkvcAAA","2020-05-08 16:29:32","005f4000003qkvcAAA","2020-05-08 16:29:32","LD","2020-05-08 16:29:31","1","System.DmlException","ConvertLead failed. First exception on row 0; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, The lead conversion failed because the value for the field Whichcourse__c is invalid. The value comes from the lead field that's mapped to the field Whichcourse__c. Ask your admin to check the field mappings.: []","","0","","No stacktrace available at the time of saving the record. (npsp)","","0"
